452198,203162,353894,137626,Iris-virginica
439091,203162,367002,157286,Iris-virginica
452198,203162,334234,150733,Iris-virginica
380109,176947,334234,124518,Iris-virginica
445645,209715,386662,150733,Iris-virginica
439091,216269,373555,163840,Iris-virginica
439091,196608,340787,150733,Iris-virginica
412877,163840,327680,124518,Iris-virginica
425984,196608,340787,131072,Iris-virginica
406323,222822,353894,150733,Iris-virginica
386662,196608,334234,117965,Iris-virginica
